06:19:07 (pull_client) ================= Start Process PULL to Intan BK ==================
06:20:02 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4518' inserted.
06:20:02 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4519' inserted.
06:20:03 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4520' inserted.
06:20:06 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4521' inserted.
06:20:09 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4522' inserted.
06:20:09 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4523' inserted.
06:20:09 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4524' inserted.
06:20:10 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4525' inserted.
06:20:10 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4526' inserted.
06:20:10 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4527' inserted.
06:20:11 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4528' inserted.
06:20:11 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4529' inserted.
06:20:11 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4530' inserted.
06:20:11 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4531' inserted.
06:20:12 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4532' inserted.
06:20:12 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4533' inserted.
06:20:12 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4534' inserted.
06:20:12 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4535' inserted.
06:20:13 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4536' inserted.
06:20:13 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4537' inserted.
06:20:13 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4538' inserted.
06:20:13 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4539' inserted.
06:20:13 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4540' inserted.
06:20:14 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4541' inserted.
06:20:14 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4542' inserted.
06:20:14 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4543' inserted.
06:20:14 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4544' inserted.
06:20:16 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4545' inserted.
06:20:16 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4546' inserted.
06:20:16 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4547' inserted.
06:20:16 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4548' inserted.
06:20:17 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4549' inserted.
06:20:17 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4550' inserted.
06:20:17 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4551' inserted.
06:20:17 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4552' inserted.
06:20:18 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4553' inserted.
06:20:18 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4554' inserted.
06:20:18 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4555' inserted.
06:20:19 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4556' inserted.
06:20:22 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4557' inserted.
06:20:22 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4558' inserted.
06:20:22 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4559' inserted.
06:20:23 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4560' inserted.
06:20:23 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4561' inserted.
06:20:23 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4562' inserted.
06:20:23 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4563' inserted.
06:20:23 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4564' inserted.
06:20:24 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4565' inserted.
06:20:24 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4566' inserted.
06:20:24 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4567' inserted.
06:20:24 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4568' inserted.
06:20:25 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4569' inserted.
06:20:25 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4570' inserted.
06:20:25 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4571' inserted.
06:20:28 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4572' inserted.
06:20:28 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4573' inserted.
06:20:29 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4574' inserted.
06:20:29 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4575' inserted.
06:20:29 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4576' inserted.
06:20:29 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4577' inserted.
06:20:30 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4578' inserted.
06:20:30 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4579' inserted.
06:20:30 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4580' inserted.
06:20:31 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4581' inserted.
06:20:31 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4582' inserted.
06:20:31 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4583' inserted.
06:20:31 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4584' inserted.
06:20:31 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4585' inserted.
06:20:32 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4586' inserted.
06:20:32 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4587' inserted.
06:20:32 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4588' inserted.
06:20:35 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4589' inserted.
06:20:39 (pull_client) Intan BK - Table prs_penilaian_keputusan_bahagian : '4590' inserted.
06:20:39 (pull_client) IAC - Table prs_permohonan : '3919' updated.
06:20:39 (pull_client) IAC - Table prs_permohonan : '10114' updated.
06:20:42 (pull_client) IAC - Table prs_permohonan : '10297' updated.
06:20:43 (pull_client) IAC - Table prs_permohonan : '10568' updated.
06:20:43 (pull_client) IAC - Table prs_permohonan : '10801' updated.
06:20:44 (pull_client) IAC - Table prs_permohonan : '11211' updated.
06:20:44 (pull_client) IAC - Table prs_permohonan : '11349' updated.
06:20:44 (pull_client) IAC - Table prs_permohonan : '11680' updated.
06:20:45 (pull_client) IAC - Table prs_permohonan : '12568' updated.
06:20:45 (pull_client) IAC - Table prs_permohonan : '12586' updated.
06:20:45 (pull_client) IAC - Table prs_permohonan : '13015' updated.
06:20:45 (pull_client) IAC - Table prs_permohonan : '13033' updated.
06:20:46 (pull_client) IAC - Table prs_permohonan : '13109' updated.
06:20:46 (pull_client) IAC - Table prs_permohonan : '13266' updated.
06:20:46 (pull_client) IAC - Table prs_permohonan : '13272' updated.
06:20:46 (pull_client) IAC - Table prs_permohonan : '13280' updated.
06:20:47 (pull_client) IAC - Table prs_permohonan : '13322' updated.
06:20:47 (pull_client) IAC - Table prs_permohonan : '13331' updated.
06:20:47 (pull_client) IAC - Table prs_permohonan : '13422' updated.
06:20:47 (pull_client) IAC - Table prs_permohonan : '13499' updated.
06:20:47 (pull_client) IAC - Table prs_permohonan : '13604' updated.
06:20:48 (pull_client) IAC - Table prs_permohonan : '13658' updated.
06:20:48 (pull_client) IAC - Table prs_permohonan : '13684' updated.
06:20:48 (pull_client) IAC - Table prs_permohonan : '13685' updated.
06:20:48 (pull_client) IAC - Table prs_permohonan : '13706' updated.
06:20:49 (pull_client) IAC - Table prs_permohonan : '13711' updated.
06:20:49 (pull_client) IAC - Table prs_permohonan : '13802' updated.
06:20:49 (pull_client) IAC - Table prs_permohonan : '13804' updated.
06:20:49 (pull_client) IAC - Table pro_perkhidmatan : '1010' updated.
06:20:49 (pull_client) IAC - Table pro_perkhidmatan : '2823' updated.
06:20:53 (pull_client) IAC - Table pro_perkhidmatan : '2838' updated.
06:20:53 (pull_client) IAC - Table pro_perkhidmatan : '2983' updated.
06:20:53 (pull_client) IAC - Table pro_perkhidmatan : '3091' updated.
06:20:53 (pull_client) IAC - Table pro_perkhidmatan : '3196' updated.
06:20:54 (pull_client) IAC - Table pro_perkhidmatan : '3217' updated.
06:20:54 (pull_client) IAC - Table pro_perkhidmatan : '3554' updated.
06:20:54 (pull_client) IAC - Table pro_perkhidmatan : '3555' updated.
06:20:54 (pull_client) IAC - Table pro_perkhidmatan : '3766' updated.
06:20:58 (pull_client) IAC - Table pro_perkhidmatan : '1089' updated.
06:20:58 (pull_client) IAC - Table pro_perkhidmatan : '3788' updated.
06:20:58 (pull_client) IAC - Table pro_perkhidmatan : '3804' updated.
06:20:58 (pull_client) IAC - Table pro_perkhidmatan : '3805' updated.
06:20:58 (pull_client) IAC - Table pro_perkhidmatan : '3807' updated.
06:20:59 (pull_client) IAC - Table pro_perkhidmatan : '3808' updated.
06:20:59 (pull_client) IAC - Table pro_perkhidmatan : '3810' updated.
06:20:59 (pull_client) IAC - Table pro_perkhidmatan : '3811' updated.
06:20:59 (pull_client) IAC - Table pro_perkhidmatan : '3812' updated.
06:21:00 (pull_client) IAC - Table pro_perkhidmatan : '3813' updated.
06:21:00 (pull_client) IAC - Table pro_perkhidmatan : '0' updated.
06:21:00 (pull_client) IAC - Table pro_perkhidmatan : '8966' updated.
06:21:01 (pull_client) IAC - Table pro_perkhidmatan : '8967' updated.
06:21:01 (pull_client) IAC - Table pro_perkhidmatan : '8968' updated.
06:21:01 (pull_client) IAC - Table pro_perkhidmatan : '8969' updated.
06:21:01 (pull_client) IAC - Table pro_perkhidmatan : '8970' updated.
06:21:02 (pull_client) IAC - Table pro_perkhidmatan : '8971' updated.
06:21:02 (pull_client) IAC - Table pro_perkhidmatan : '8972' updated.
06:21:02 (pull_client) IAC - Table pro_perkhidmatan : '8973' updated.
06:21:03 (pull_client) IAC - Table pro_perkhidmatan : '8974' updated.
06:21:03 (pull_client) IAC - Table pro_perkhidmatan : '8975' updated.
06:21:03 (pull_client) IAC - Table pro_perkhidmatan : '8976' updated.
06:21:03 (pull_client) IAC - Table pro_perkhidmatan : '8977' updated.
06:21:04 (pull_client) IAC - Table pro_perkhidmatan : '8978' updated.
06:21:04 (pull_client) IAC - Table pro_perkhidmatan : '8979' updated.
06:21:04 (pull_client) IAC - Table pro_perkhidmatan : '8980' updated.
06:21:04 (pull_client) IAC - Table pro_perkhidmatan : '9004' updated.
06:21:04 (pull_client) IAC - Table pro_perkhidmatan : '9005' updated.
06:21:05 (pull_client) IAC - Table pro_perkhidmatan : '9006' updated.
06:21:05 (pull_client) IAC - Table pro_perkhidmatan : '9007' updated.
06:21:05 (pull_client) IAC - Table pro_perkhidmatan : '9026' updated.
06:21:05 (pull_client) IAC - Table pro_perkhidmatan : '9010' updated.
06:21:06 (pull_client) IAC - Table pro_perkhidmatan : '9011' updated.
06:21:06 (pull_client) IAC - Table pro_perkhidmatan : '9013' updated.
06:21:09 (pull_client) IAC - Table pro_perkhidmatan : '9014' updated.
06:21:09 (pull_client) IAC - Table pro_perkhidmatan : '9025' updated.
06:21:12 (pull_client) IAC - Table pro_perkhidmatan : '9016' updated.
06:21:13 (pull_client) IAC - Table pro_perkhidmatan : '9027' updated.
06:21:13 (pull_client) IAC - Table pro_perkhidmatan : '9028' updated.
06:21:13 (pull_client) IAC - Table pro_perkhidmatan : '9030' updated.
06:21:13 (pull_client) IAC - Table pro_perkhidmatan : '9031' updated.
06:21:14 (pull_client) IAC - Table pro_perkhidmatan : '9032' updated.
06:21:14 (pull_client) IAC - Table pro_perkhidmatan : '9034' updated.
06:21:14 (pull_client) IAC - Table pro_perkhidmatan : '9035' updated.
06:21:14 (pull_client) IAC - Table pro_perkhidmatan : '9043' updated.
06:21:15 (pull_client) IAC - Table pro_perkhidmatan : '9087' updated.
06:21:15 (pull_client) IAC - Table pro_perkhidmatan : '9046' updated.
06:21:15 (pull_client) IAC - Table pro_perkhidmatan : '9047' updated.
06:21:15 (pull_client) IAC - Table pro_perkhidmatan : '9048' updated.
06:21:16 (pull_client) IAC - Table pro_perkhidmatan : '9049' updated.
06:21:16 (pull_client) IAC - Table pro_perkhidmatan : '9053' updated.
06:21:16 (pull_client) IAC - Table pro_perkhidmatan : '9054' updated.
06:21:19 (pull_client) IAC - Table pro_perkhidmatan : '9088' updated.
06:21:19 (pull_client) IAC - Table pro_perkhidmatan : '9092' updated.
06:21:20 (pull_client) IAC - Table pro_perkhidmatan : '9093' updated.
06:21:20 (pull_client) IAC - Table pro_perkhidmatan : '9094' updated.
06:21:20 (pull_client) IAC - Table pro_perkhidmatan : '9096' updated.
06:21:21 (pull_client) IAC - Table pro_perkhidmatan : '9097' updated.
06:21:21 (pull_client) IAC - Table pro_perkhidmatan : '9098' updated.
06:21:21 (pull_client) IAC - Table pro_perkhidmatan : '9099' updated.
06:21:21 (pull_client) IAC - Table pro_perkhidmatan : '9100' updated.
06:21:22 (pull_client) IAC - Table pro_perkhidmatan : '9116' updated.
06:21:22 (pull_client) IAC - Table pro_perkhidmatan : '9112' updated.
06:21:22 (pull_client) IAC - Table pro_perkhidmatan : '9115' updated.
06:21:23 (pull_client) IAC - Table pro_perkhidmatan : '9117' updated.
06:21:23 (pull_client) IAC - Table pro_perkhidmatan : '9118' updated.
06:21:23 (pull_client) IAC - Table pro_perkhidmatan : '9119' updated.
06:21:23 (pull_client) IAC - Table pro_perkhidmatan : '9120' updated.
06:21:24 (pull_client) IAC - Table pro_perkhidmatan : '9121' updated.
06:21:24 (pull_client) IAC - Table pro_perkhidmatan : '9122' updated.
06:21:24 (pull_client) IAC - Table pro_perkhidmatan : '9125' updated.
06:21:25 (pull_client) IAC - Table pro_perkhidmatan : '9126' updated.
06:21:25 (pull_client) IAC - Table pro_perkhidmatan : '9130' updated.
06:21:25 (pull_client) IAC - Table pro_perkhidmatan : '9131' updated.
06:21:25 (pull_client) IAC - Table pro_perkhidmatan : '9132' updated.
06:21:26 (pull_client) IAC - Table pro_perkhidmatan : '9133' updated.
06:21:26 (pull_client) IAC - Table pro_perkhidmatan : '9134' updated.
06:21:26 (pull_client) IAC - Table pro_perkhidmatan : '9135' updated.
06:21:26 (pull_client) IAC - Table pro_perkhidmatan : '9136' updated.
06:21:26 (pull_client) IAC - Table pro_perkhidmatan : '9137' updated.
06:21:30 (pull_client) IAC - Table pro_perkhidmatan : '9138' updated.
06:21:30 (pull_client) IAC - Table pro_perkhidmatan : '9139' updated.
06:21:31 (pull_client) IAC - Table pro_perkhidmatan : '9140' updated.
06:21:31 (pull_client) IAC - Table pro_perkhidmatan : '9141' updated.
06:21:31 (pull_client) IAC - Table pro_perkhidmatan : '9142' updated.
06:21:31 (pull_client) IAC - Table pro_perkhidmatan : '9161' updated.
06:21:31 (pull_client) IAC - Table pro_perkhidmatan : '9144' updated.
06:21:32 (pull_client) IAC - Table pro_perkhidmatan : '9152' updated.
06:21:32 (pull_client) IAC - Table pro_perkhidmatan : '9153' updated.
06:21:32 (pull_client) IAC - Table pro_perkhidmatan : '9154' updated.
06:21:32 (pull_client) IAC - Table pro_perkhidmatan : '9155' updated.
06:21:33 (pull_client) IAC - Table pro_perkhidmatan : '9156' updated.
06:21:33 (pull_client) IAC - Table pro_perkhidmatan : '9157' updated.
06:21:33 (pull_client) IAC - Table pro_perkhidmatan : '9158' updated.
06:21:33 (pull_client) IAC - Table pro_perkhidmatan : '9159' updated.
06:21:36 (pull_client) IAC - Table pro_perkhidmatan : '9160' updated.
06:21:37 (pull_client) IAC - Table pro_perkhidmatan : '9162' updated.
06:21:37 (pull_client) IAC - Table pro_perkhidmatan : '9163' updated.
06:21:37 (pull_client) IAC - Table pro_perkhidmatan : '9164' updated.
06:21:37 (pull_client) IAC - Table pro_perkhidmatan : '9165' updated.
06:21:38 (pull_client) IAC - Table pro_perkhidmatan : '9166' updated.
06:21:38 (pull_client) IAC - Table pro_perkhidmatan : '9167' updated.
06:21:38 (pull_client) IAC - Table pro_perkhidmatan : '9168' updated.
06:21:38 (pull_client) IAC - Table pro_perkhidmatan : '9169' updated.
06:21:39 (pull_client) IAC - Table pro_perkhidmatan : '9170' updated.
06:21:39 (pull_client) IAC - Table pro_perkhidmatan : '9171' updated.
06:21:39 (pull_client) IAC - Table pro_perkhidmatan : '9172' updated.
06:21:39 (pull_client) IAC - Table pro_perkhidmatan : '9174' updated.
06:21:43 (pull_client) IAC - Table pro_perkhidmatan : '9175' updated.
06:21:52 (pull_client) IAC - Table pro_perkhidmatan : '9176' updated.
06:21:52 (pull_client) IAC - Table pro_perkhidmatan : '9177' updated.
06:21:52 (pull_client) IAC - Table pro_perkhidmatan : '9178' updated.
06:21:52 (pull_client) IAC - Table pro_perkhidmatan : '9179' updated.
06:21:53 (pull_client) IAC - Table pro_perkhidmatan : '9180' updated.
